Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
05/03/2020,464,45,134,10,95,78,76,81,66,31,27,0,214,250,0,234,9,119,49,16,37,0,0,0,2,4,13,13,13,0,20,25,0,20,0,16,9,0,0,2,9,17,15,27,22,20,22,0,60,74,0,66,1,40,18,8,1
09/17/2021,439,5,40,94,92,96,61,41,30,12,13,0,244,195,0,72,15,116,148,33,55,0,0,0,1,1,2,0,1,0,4,1,0,1,1,3,0,0,0,1,2,6,8,8,3,4,8,0,23,17,0,5,0,25,8,1,1
07/07/2022,988,0,32,117,205,186,132,151,114,53,30,0,562,425,1,209,75,258,259,45,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,1,3,5,8,4,0,14,18,0,9,3,10,10,0,0
06/15/2022,740,1,44,81,159,163,112,87,81,41,16,0,428,311,1,130,61,182,212,33,122,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4,9,4,5,8,8,5,0,21,23,0,6,1,18,17,2,0
04/03/2023,202,0,22,25,38,28,27,24,26,24,10,0,119,82,1,50,15,46,53,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,2,2,6,3,0,11,11,0,5,0,11,5,0,1
03/23/2021,566,5,41,65,192,124,74,66,28,11,6,0,282,284,0,137,29,94,225,20,61,0,0,0,0,0,2,3,0,0,2,3,0,2,1,2,0,0,0,1,2,7,7,3,16,2,3,0,19,22,0,7,0,22,11,1,0
06/12/2022,525,2,20,91,98,119,74,65,43,21,14,0,271,252,2,110,46,108,162,27,72,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,1,0,0,1,3,4,0,1,4,2,5,0,11,9,0,2,1,7,9,1,0
01/23/2021,588,9,55,71,120,135,86,80,53,30,13,0,304,284,0,216,30,111,150,27,54,0,0,0,0,1,2,2,4,0,2,7,0,2,1,4,2,0,0,0,2,6,2,2,15,18,10,0,31,24,0,17,2,26,7,2,1
,1588,0,800,259,301,256,270,223,186,66,26,1,835,748,5,329,50,178,243,101,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,92,83,111,121,135,118,95,0,388,412,0,240,56,281,169,37,17
09/16/2021,477,7,33,94,116,114,56,49,24,21,3,0,251,225,1,89,21,131,153,27,56,0,0,1,1,1,3,0,1,0,2,5,0,3,0,3,1,0,0,0,3,5,2,8,6,7,2,0,15,18,0,7,0,17,8,1,0
10/21/2021,337,5,23,84,69,71,40,39,19,14,1,0,184,153,0,55,18,71,116,24,53,0,0,1,0,1,1,1,1,0,3,2,0,1,0,4,0,0,0,0,3,7,1,4,2,5,1,0,9,14,0,6,2,10,3,1,1
10/22/2022,232,0,25,25,35,49,28,34,29,19,13,0,137,95,0,42,15,65,69,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,4,5,7,3,0,15,10,0,3,3,11,6,2,0
06/06/2020,170,20,38,18,33,22,36,28,20,9,4,0,88,82,0,90,1,30,28,8,13,0,0,1,1,0,7,7,4,0,7,13,0,8,1,9,2,0,0,0,6,5,4,5,10,2,6,0,12,26,0,16,0,13,8,0,1
01/20/2023,437,1,29,132,40,60,35,61,57,34,18,0,226,209,2,147,25,141,83,11,30,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,2,6,3,4,5,3,5,0,13,16,0,6,2,13,6,1,1
03/30/2023,256,0,17,58,30,44,27,27,31,24,15,0,149,107,0,71,7,97,57,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,2,3,5,0,7,10,0,3,1,6,5,2,0
03/13/2023,372,0,19,87,51,49,46,48,44,34,13,0,205,167,0,107,18,119,84,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,4,4,5,0,9,10,0,4,0,9,4,2,0
11/10/2021,592,2,29,163,133,119,70,39,39,15,14,0,303,287,2,94,14,148,168,55,113,0,0,0,1,0,0,1,0,0,1,1,0,2,0,0,0,0,0,1,1,2,3,3,7,7,5,0,14,15,0,4,0,13,10,1,1
02/27/2023,477,2,27,104,63,68,59,60,63,35,25,0,264,212,1,115,23,167,115,20,37,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,1,0,0,1,2,0,2,4,6,3,9,0,12,15,0,4,0,13,9,1,0
07/06/2022,1048,2,39,115,225,234,165,120,100,54,35,0,615,430,3,242,76,247,276,46,161,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,1,0,0,2,6,2,3,5,5,6,10,0,15,24,0,8,3,18,8,0,2
07/25/2020,155,8,22,29,33,33,25,16,7,9,3,0,78,77,0,62,9,33,36,5,10,0,0,0,1,1,3,1,2,0,4,4,0,2,0,3,3,0,0,0,0,3,5,2,5,4,3,0,13,9,0,3,0,12,5,1,1
12/15/2021,3590,10,91,628,1193,872,423,253,128,62,31,0,1960,1621,9,502,128,991,1067,239,663,0,0,0,1,1,1,3,4,0,6,4,0,2,0,2,6,0,0,3,9,12,8,16,19,12,12,0,43,48,0,13,2,46,25,5,0
01/04/2021,1878,10,87,230,475,388,304,226,137,71,47,0,988,881,9,734,77,330,469,78,190,0,0,0,0,1,2,3,4,0,4,6,0,5,1,0,4,0,0,2,6,4,7,14,17,18,19,0,42,45,0,30,4,37,15,1,0
07/11/2021,69,2,7,18,13,15,8,11,1,3,0,0,34,35,0,9,2,15,23,5,15,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,2,0,1,3,0,0,1,0,0,4,3,0,0,0,5,1,1,0
09/09/2022,469,1,24,78,86,71,62,62,52,25,33,0,276,193,0,124,29,115,121,21,59,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,3,1,4,2,7,5,0,14,10,0,6,0,10,8,0,0
03/21/2022,275,2,14,66,52,67,30,27,24,8,1,0,148,126,1,34,22,25,120,26,48,0,0,0,0,0,0,2,0,0,0,2,0,1,0,1,0,0,0,0,1,5,1,3,2,2,0,0,9,5,0,2,0,6,5,1,0
02/10/2021,366,11,49,51,101,69,42,44,28,18,13,0,172,194,0,85,13,96,119,17,36,0,0,0,1,1,2,2,5,0,5,6,0,3,1,4,3,0,0,1,6,6,4,10,10,3,9,0,19,30,0,17,1,19,11,1,0
04/18/2020,534,39,160,13,89,101,95,90,81,44,21,0,246,288,0,223,21,168,66,14,42,0,0,0,3,4,8,12,12,0,20,19,0,12,5,20,2,0,0,1,7,16,19,37,38,27,15,0,59,101,0,54,3,74,22,6,1
12/10/2022,332,1,61,37,43,63,58,33,44,26,28,0,198,134,0,67,20,98,90,15,42,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,4,2,5,5,8,11,13,13,0,39,22,0,9,4,30,14,2,2
09/18/2021,309,4,26,62,61,69,41,38,23,11,4,0,164,145,0,72,16,78,82,37,24,0,0,0,0,0,0,1,3,0,3,1,0,0,0,1,3,0,0,2,2,6,0,8,5,2,1,0,14,12,0,6,0,10,6,3,1
01/23/2023,431,2,20,147,54,55,40,47,49,18,21,0,230,197,4,128,19,131,93,20,40,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,1,0,0,1,2,1,2,1,6,2,5,0,11,9,0,6,1,10,2,1,0
06/20/2022,851,3,40,72,174,163,165,106,87,54,30,0,497,354,0,166,89,172,273,30,121,0,0,0,1,0,1,0,1,0,2,1,0,1,0,1,1,0,0,1,6,5,3,6,7,5,7,0,23,17,0,4,3,18,14,0,1
07/01/2023,29,0,3,3,2,7,5,3,5,2,2,0,14,15,0,12,1,5,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,0,1,0,2,0,0,0
04/04/2022,518,0,12,135,116,95,81,33,36,17,5,0,256,261,1,75,57,44,218,38,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,1,3,0,0,4,8,0,3,0,4,5,0,0
05/18/2020,943,33,112,67,235,151,190,148,83,46,23,0,495,440,8,508,13,182,91,24,125,0,0,2,2,2,5,10,12,0,13,20,0,10,1,13,9,0,0,1,14,11,15,20,14,21,16,0,52,60,0,46,1,47,15,1,2
06/08/2022,1037,0,28,238,202,221,148,106,58,40,24,0,604,433,0,245,77,215,283,76,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,5,3,3,7,0,18,10,0,4,1,15,8,0,0
07/22/2020,364,4,33,39,122,82,56,28,22,13,2,0,190,172,2,137,9,82,102,10,24,0,0,0,0,1,0,1,2,0,1,3,0,1,0,1,2,0,0,3,3,6,5,1,6,7,2,0,19,14,0,12,1,15,4,1,0
04/21/2021,655,8,71,110,161,134,105,62,44,19,20,0,346,309,0,166,32,238,149,15,55,0,1,0,1,1,2,2,1,0,3,5,0,2,0,3,2,1,0,2,8,7,9,14,16,5,10,0,40,31,0,11,5,45,9,1,0
07/27/2023,66,0,6,5,10,9,7,16,11,3,5,0,39,27,0,12,4,22,21,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,2,4,0,1,0,3,1,1,0
05/24/2023,67,0,5,13,15,12,9,9,2,5,2,0,41,26,0,15,6,18,16,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,1,4,0,0,0,3,2,0,0
10/07/2022,313,2,19,58,55,42,39,42,35,24,18,0,187,126,0,71,16,118,54,9,45,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,1,0,2,3,5,8,0,9,10,0,5,2,6,4,1,1
01/23/2022,667,27,63,166,116,135,99,70,43,24,14,0,333,333,1,141,40,101,214,51,120,0,1,0,2,4,4,8,8,0,13,14,0,3,2,20,2,0,0,3,6,5,7,7,13,13,9,0,43,20,0,14,2,30,14,1,2
07/15/2022,854,3,44,106,161,183,127,121,86,45,25,0,485,367,2,193,57,209,209,47,139,0,0,0,0,0,0,0,3,0,2,1,0,0,2,0,1,0,0,1,8,4,7,1,9,7,7,0,21,23,0,8,2,16,17,1,0
03/24/2022,243,1,5,43,67,62,32,12,16,7,4,0,132,111,0,34,16,17,115,19,42,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,1,0,1,0,0,2,3,0,1,0,2,2,0,0
04/17/2022,252,0,10,56,39,61,43,22,14,14,3,0,151,97,4,36,25,36,96,16,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,1,2,0,0,5,5,0,0,0,4,4,2,0
12/27/2022,611,4,45,57,93,101,74,96,83,69,38,0,339,270,2,155,20,179,142,41,74,0,0,0,0,0,1,1,2,0,1,3,0,0,0,1,3,0,0,0,5,3,2,5,5,15,10,0,18,27,0,7,3,20,13,1,1
10/03/2021,204,4,26,46,39,36,24,28,18,9,4,0,102,102,0,32,8,55,81,9,19,0,0,0,0,1,2,0,1,0,0,4,0,1,0,1,2,0,0,0,4,2,3,3,3,9,2,0,15,11,0,3,1,14,6,1,1
06/04/2020,319,15,30,27,91,63,54,40,26,10,8,0,160,158,1,172,8,75,28,7,29,0,0,2,1,0,6,4,2,0,6,9,0,6,1,8,0,0,0,0,5,1,6,4,10,3,1,0,16,14,0,13,1,10,5,0,1
01/15/2022,1615,30,142,311,327,290,211,176,169,84,47,0,836,776,3,420,105,281,386,99,324,0,0,0,1,1,8,6,14,0,9,21,0,8,2,16,4,0,0,2,13,9,14,17,28,39,20,0,72,70,0,32,5,65,37,2,1
03/20/2022,120,2,6,21,27,30,18,7,13,3,1,0,76,44,0,20,10,13,52,4,21,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,2,0,0,0,2,1,1,0,0,3,3,0,3,0,2,0,1,0
05/29/2023,32,1,6,1,6,3,3,3,8,2,6,0,21,11,0,3,2,12,11,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,3,0,3,3,0,0,1,4,1,0,0
06/13/2020,120,18,23,13,25,19,14,22,14,7,6,0,67,53,0,52,0,25,15,8,20,0,0,0,0,3,5,5,5,0,11,7,0,3,1,6,8,0,0,0,3,1,6,2,5,1,5,0,13,10,0,9,0,9,4,1,0
03/16/2021,451,3,28,85,132,99,51,41,23,18,2,0,253,198,0,118,17,113,154,26,23,0,0,0,0,0,1,1,1,0,2,1,0,0,1,2,0,0,0,0,4,1,3,10,5,3,2,0,14,14,0,4,0,19,4,1,0
06/12/2023,33,0,7,8,3,8,3,2,3,2,4,0,19,14,0,5,1,10,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,0,3,4,0,1,0,4,2,0,0
06/14/2022,829,0,32,102,184,182,124,97,73,42,25,0,473,355,1,160,66,189,237,42,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,4,2,4,7,7,0,18,14,0,6,3,16,6,1,0
01/10/2023,505,3,46,129,68,66,51,43,67,44,37,0,284,220,1,146,27,161,109,22,40,1,0,0,0,0,0,1,1,0,1,2,0,0,0,1,2,0,0,1,3,6,5,5,8,8,10,0,18,28,0,14,2,14,15,1,0
11/17/2021,733,2,42,151,156,160,96,72,40,27,31,0,370,362,1,114,16,159,250,69,125,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,0,0,0,3,6,4,8,4,6,11,0,25,17,0,7,1,23,9,1,1
03/02/2021,329,7,30,46,104,62,44,31,25,11,6,0,183,146,0,94,21,62,102,12,38,0,0,0,0,1,0,2,4,0,4,3,0,4,1,2,0,0,0,0,3,2,4,5,2,9,5,0,18,12,0,13,1,9,5,1,1
11/09/2021,649,5,28,180,129,127,75,60,42,23,13,0,331,314,4,100,26,207,178,43,95,0,0,0,0,0,3,1,1,0,2,3,0,1,1,1,2,0,0,0,3,5,3,2,7,3,5,0,17,11,0,2,1,16,8,0,1
11/25/2021,188,3,46,26,42,43,23,25,15,8,6,0,93,94,1,35,8,56,51,11,27,0,0,0,0,0,1,1,1,0,2,1,0,0,0,2,1,0,0,1,8,5,3,9,10,4,6,0,22,24,0,10,1,25,10,0,0
03/03/2022,162,2,12,33,24,34,26,17,14,9,5,0,84,77,1,22,16,34,58,6,26,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,2,0,0,0,2,1,0,1,2,2,4,0,6,6,0,0,2,4,5,0,1
02/03/2022,527,19,37,139,103,111,51,54,30,27,11,1,270,257,0,127,29,90,171,23,87,0,1,0,2,2,5,3,6,0,9,10,0,6,0,8,4,1,0,0,3,5,3,6,6,10,3,1,24,13,0,16,0,14,6,1,0
05/01/2022,535,0,13,97,99,141,74,58,31,28,7,0,307,228,0,91,46,55,235,30,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,4,3,2,0,7,6,0,2,2,3,5,0,1
05/15/2020,968,49,109,80,186,200,165,136,101,64,36,0,535,427,6,535,14,184,98,31,106,0,0,2,1,7,14,12,13,0,16,33,0,19,0,13,15,2,0,0,14,10,17,12,18,19,19,0,59,50,0,37,2,46,21,1,2
06/28/2020,110,5,27,8,36,22,20,10,9,3,2,0,64,46,0,36,1,24,27,6,16,0,0,0,1,0,2,0,2,0,4,1,0,2,0,2,1,0,0,0,5,0,4,5,4,4,5,0,17,10,0,9,0,12,5,0,1
11/19/2021,683,1,38,174,120,149,95,64,48,24,9,0,361,322,0,128,20,143,203,65,124,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,4,5,3,6,11,6,0,16,22,0,8,1,18,8,2,1
12/06/2022,828,0,46,171,108,119,109,103,114,45,59,0,475,353,0,194,50,298,158,42,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,6,9,7,12,0,23,23,0,6,2,25,11,2,0
02/26/2021,357,6,22,66,98,58,58,29,32,10,6,0,179,177,1,107,10,86,105,15,34,0,0,0,0,1,1,0,4,0,0,6,0,3,0,1,2,0,0,3,1,1,2,3,5,2,5,0,11,11,0,5,0,13,3,1,0
11/19/2020,2167,17,116,250,524,458,358,278,187,83,29,0,1115,1044,8,892,60,345,484,86,300,0,0,0,0,0,7,5,5,0,7,10,0,3,1,5,7,1,0,4,4,9,16,19,21,26,17,0,55,61,0,36,4,39,29,5,3
01/12/2021,1089,12,55,139,288,191,150,132,105,50,34,0,566,522,1,381,51,227,267,47,116,0,0,0,0,4,3,4,1,0,4,8,0,4,1,5,2,0,0,0,11,6,1,5,11,13,8,0,23,32,0,19,1,27,6,2,0
06/19/2022,480,1,28,64,97,112,75,52,43,20,17,0,279,201,0,85,43,113,152,21,66,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,2,4,3,4,5,8,0,18,10,0,4,4,16,3,1,0
03/28/2021,355,7,42,30,120,74,51,41,25,8,6,0,192,163,0,74,19,80,140,16,26,0,0,0,2,2,2,0,1,0,1,6,0,3,0,2,2,0,0,0,6,5,2,18,6,4,1,0,17,25,0,9,0,25,4,4,0
10/31/2022,525,0,35,103,81,77,63,68,66,42,25,0,286,239,0,108,22,185,118,20,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,6,7,8,0,17,18,0,5,4,18,7,1,0
04/11/2021,363,5,53,70,82,76,61,30,28,12,4,0,193,170,0,78,17,130,102,11,25,0,2,0,0,1,0,2,0,0,3,2,0,3,0,1,1,0,0,0,3,9,6,7,14,10,4,0,24,29,0,12,5,25,8,3,0
02/13/2023,453,1,31,113,60,60,54,62,50,29,25,0,262,188,3,101,28,158,91,34,41,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,2,4,1,2,3,4,13,0,18,13,0,6,1,14,7,3,0
05/15/2022,726,1,25,132,133,157,104,84,59,33,24,0,418,307,1,131,64,102,279,51,99,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,3,2,4,1,6,7,0,13,12,0,5,2,6,11,0,1
07/26/2021,326,2,25,61,91,77,34,33,19,6,5,0,178,148,0,53,10,92,98,16,57,0,0,0,0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,1,6,2,5,3,1,3,4,0,12,13,0,6,0,16,2,0,1
03/03/2023,292,2,22,78,35,50,28,27,34,23,17,0,170,120,2,71,12,109,63,13,24,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,3,3,5,2,4,5,0,12,10,0,2,1,9,7,1,2
07/09/2023,24,0,,2,5,7,5,3,0,1,1,0,15,9,0,5,3,4,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
04/01/2022,321,0,6,56,79,81,38,29,28,4,6,0,177,143,1,37,26,35,154,18,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2,0,2,4,0,0,0,3,3,0,0
02/25/2021,282,8,20,33,69,60,53,19,26,17,5,0,135,147,0,101,14,43,85,12,27,0,0,0,0,0,1,5,2,0,2,6,0,4,0,1,3,0,0,0,1,2,1,5,3,7,1,0,10,10,0,4,4,8,4,0,0
05/28/2023,39,0,12,8,3,9,2,2,8,3,4,0,28,11,0,5,1,11,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,2,3,2,0,7,5,0,0,1,6,4,1,0
05/08/2020,921,43,98,52,168,191,196,154,82,44,34,0,453,466,2,507,18,157,98,34,107,0,0,0,1,4,12,12,14,0,21,22,0,15,0,15,13,0,0,0,7,8,9,19,19,13,23,0,47,51,0,41,3,36,12,3,3
06/03/2020,280,21,50,23,61,47,41,44,32,18,14,0,154,126,0,127,3,75,31,16,28,0,2,0,0,0,1,9,9,0,10,11,0,9,0,8,4,0,0,1,7,5,2,4,15,9,7,0,23,27,0,12,0,28,9,0,1
12/16/2022,646,1,50,140,79,92,71,71,92,62,39,0,338,307,1,140,33,210,174,36,53,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,6,3,3,14,9,13,0,17,33,0,8,2,24,12,1,3
08/09/2020,115,2,17,16,41,21,12,6,9,6,4,0,53,62,0,48,4,19,38,1,5,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,1,0,0,0,5,2,1,3,2,0,4,0,9,8,0,3,0,9,3,0,2
11/03/2020,2140,13,107,262,554,448,350,265,153,65,43,0,1089,1048,3,880,74,291,582,87,226,0,0,0,0,2,5,4,2,0,2,11,0,4,0,4,5,0,0,3,10,12,11,16,23,13,19,0,52,55,0,44,5,36,18,1,3
12/21/2022,774,0,52,175,102,116,89,96,99,64,33,0,419,354,1,192,22,251,196,21,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,7,10,8,16,0,33,19,0,5,2,23,20,2,0
07/28/2021,348,3,28,41,107,92,50,35,11,10,2,0,175,173,0,72,15,90,104,13,54,0,0,0,1,0,1,1,0,0,1,2,0,1,0,2,0,0,0,1,4,5,6,7,2,3,0,0,12,16,0,5,0,18,5,0,0
03/12/2022,86,1,4,15,14,17,14,11,5,8,2,0,50,36,0,17,7,18,26,4,14,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,2,2,0,2,0,2,0,0,0
06/05/2022,590,2,27,68,118,142,97,72,48,30,15,0,348,241,1,132,61,115,174,30,78,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,2,0,0,3,1,3,4,2,3,3,8,0,12,15,0,7,1,7,9,3,0
01/26/2022,1227,23,60,344,251,206,158,99,84,43,42,0,653,571,3,290,66,214,372,67,218,0,0,0,1,2,4,5,11,0,12,11,0,4,0,11,8,0,0,1,2,4,5,8,10,12,18,0,30,30,0,16,3,16,24,0,1
06/21/2023,49,0,2,5,6,7,5,5,8,8,5,0,28,21,0,10,4,17,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0
01/19/2023,421,1,26,115,55,58,39,45,53,36,20,0,231,189,1,89,14,173,90,26,29,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,5,1,4,2,5,6,2,0,14,12,0,3,0,15,8,0,0
07/05/2023,33,0,4,5,0,6,5,4,3,5,5,0,20,12,1,7,0,10,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,4,0,0,2,0,1,1,0,0
04/24/2022,398,0,18,74,63,97,64,49,28,15,8,0,226,169,3,72,26,49,172,24,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,3,8,0,11,7,0,2,1,8,6,0,1
10/20/2021,322,5,11,67,88,52,41,31,27,11,5,0,146,174,2,70,17,73,103,18,41,0,0,0,1,2,0,1,1,0,1,4,0,2,0,2,1,0,0,0,0,1,0,3,3,2,2,0,5,6,0,1,0,6,2,1,1
02/20/2023,337,1,28,41,46,42,43,54,44,41,26,0,193,143,1,77,11,105,88,17,39,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3,1,0,6,7,10,0,20,8,0,5,1,14,7,0,1
03/22/2023,235,0,19,66,33,34,26,28,23,13,12,0,133,101,1,77,11,65,45,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,2,5,5,0,13,6,0,2,0,14,1,2,0
04/27/2022,884,0,17,196,225,195,104,65,59,24,16,0,538,344,2,146,87,139,309,56,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,6,3,1,0,8,9,0,1,0,8,8,0,0
04/29/2020,1151,44,158,54,208,230,219,201,118,62,59,0,547,603,1,634,20,199,144,36,118,0,1,1,4,4,5,9,20,0,21,23,0,16,3,13,12,0,0,0,12,10,23,27,33,21,32,0,77,81,0,59,4,48,35,10,2
08/11/2021,600,2,20,86,154,174,74,53,28,24,7,0,308,292,0,103,34,153,201,21,88,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,1,0,0,0,1,6,2,3,1,6,1,0,11,9,0,5,1,10,4,0,0
03/23/2022,312,1,3,59,67,89,36,33,17,9,2,0,186,126,0,48,18,31,151,17,47,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,1,0,0,0,2,1,0,0
02/21/2021,158,9,25,16,42,31,27,23,10,5,4,0,86,72,0,28,3,36,65,9,17,0,1,0,1,0,1,3,3,0,4,5,0,3,0,1,3,2,0,1,6,4,2,4,1,5,2,0,13,12,0,2,1,13,6,2,1
11/01/2022,569,1,49,103,90,100,70,76,59,44,27,0,333,235,1,146,36,179,121,30,57,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,3,5,6,5,10,11,7,0,33,16,0,7,1,26,10,3,2
02/02/2021,647,6,47,68,159,124,103,84,64,26,19,0,316,331,0,199,27,144,188,25,64,0,0,0,0,0,3,1,2,0,3,3,0,1,0,3,2,0,0,2,5,2,7,11,8,7,5,0,25,22,0,14,2,19,9,0,3
06/20/2020,125,10,20,18,32,18,21,19,5,9,3,0,65,60,0,71,1,17,19,4,13,0,0,1,0,2,2,1,4,0,3,7,0,8,0,1,1,0,0,3,3,3,1,3,3,1,3,0,11,9,0,11,0,6,2,1,0
02/28/2021,149,4,17,16,34,34,22,17,19,5,2,0,68,80,1,33,14,30,53,6,13,0,0,0,0,0,1,2,1,0,1,3,0,1,0,3,0,0,0,0,1,4,0,0,8,1,3,0,11,6,0,3,1,8,4,0,1
02/10/2022,425,6,23,100,100,82,42,32,40,21,8,0,232,193,0,92,30,74,139,30,60,0,0,0,1,0,1,1,3,0,1,5,0,1,0,3,2,0,0,1,2,1,3,3,5,4,4,0,13,10,0,5,0,12,6,0,0
03/26/2020,413,2,130,2,65,74,78,96,53,36,9,0,181,232,0,82,14,200,96,11,10,0,0,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0,0,0,7,11,23,25,26,27,11,0,57,73,0,26,1,81,19,3,0
